id;date;tweet;user;class
453;2022-03-12 09:38:32+00:00; Mohon pemerintah turun tangan mengatasi kelangkaan ini. Di sini saya merasakan sendiri hampir susah mencari minyak goreng bagus. Memang ngga ada. Miris penghasil CPO terbesar malah di negeri sendiri langka.....;pol;negatif
454;2022-03-12 09:00:18+00:00; Pemerintah aza yg di salahin minyak goreng langka;Heart break kid;normal
455;2022-03-12 08:33:13+00:00; Harusnya pemerintah khususnya  jngan berstatemen berdasarkan azas praduga, ,apalagi nyalahin masyrakat, Realnya minyak goreng langka, ,pun klo iya trkadi punic buying jngan slahkan masyarakat, ,itu murni slah pemerintah gak bisa menyediakan yg layak buat masyarakat.;Asep Yadi Rahman;negatif
456;2022-03-12 06:25:31+00:00;1. Ini sudah tidak bisa dibiarkan. Pemerintah tidak bisa kita harapkan, mari kita sebagai netizen bertindak. Minyak goreng langka itu hanya mslh  lima anak di Kabupaten Berau, Kaltim meninggal saat antre minyak goreng di minimarket pagi tadi.;Ken Yorindra;negatif
457;2022-03-12 06:18:36+00:00;baru kali ini ngerasain ikutan puyeng minyak goreng langka. bojo jadi nggak bisa goreng ini itu. nerbener ni pemerintah ye kalian kerjanya ngapain aja hah?! jwbbb;𝖎𝖐𝖗𝖆𝖒 𝖒𝖆𝖗𝖐𝖎;negatif
458;2022-03-12 06:09:59+00:00;Sebenarnya minyak goreng udah nggak langka, sejak pemerintah distribusikan 377 juta liter ke 34 provinsi 14 Februari 2022. Nah, yang jadi masalahnya itu, masyarakat nyari minyak goreng yang sesuai dengan ketetapan harga eceran tertinggi, begitu.. ;Mang Kuya 🐢;normal
459;2022-03-12 05:50:36+00:00;2  1 klz 2   Nyatanya minyak goreng banyak yg jualKalian yg teriak migor langka tinggal di neraka begian manaKalau mau menjelek2an pemerintah yg penuh prestasi cari cara yg lebih masuk akalTapi ingat yg menjelekan cuma kalian para kadrun;Kumbara;negatif
460;2022-03-12 05:22:35+00:00;26 Lho bangsad.. Ini yg bikin rusuh negri ini... Gara2 minyak goreng larang, langka.... Pemerintah kau serang...demi kepentinganmu....;sura dira jayaningratt, lebur dening pangastuti;negatif
461;2022-03-12 05:08:33+00:00;Serba Salah saat Minyak Goreng Langka, APPSI Operasi Pasar Pemerintah Malah Jadi Saingan Pedagang  ;KOMPAS TV;normal
462;2022-03-12 04:56:46+00:00; Orang di medsos banyak yg ngomongin minyak goreng mahal dan langka bang. Pemerintah harusnya tau, bukan malah seakan2 gak peduli.;M Syaiful Hafidz;negatif
463;2022-03-12 04:31:13+00:00;Bbrp politisi yg berseberangan dg pemerintah terus menggoreng isu minyak goreng langka di masyarakat..seolah2 di masyarakat bener2 ngga ada minyak gorengFaktanya..di warung2 minyak goreng tetep banyak..masyarakat tetep bisa menggoreng2 tempe tahu spt biasa Gagal maning Son;Elina;normal
464;2022-03-12 04:22:23+00:00;Mereka dalang dari minyak goreng langka agar masyarskat salahkan pemerintah;Memen Wongso;normal
465;2022-03-12 04:22:00+00:00; boss dari jaman pak harto sampai jaman pak sby minyak goreng tak pernah langka,ini berarti antara pemerintah dan pengusaha ada bermain dalam pasar gelap minyak goreng dan pemerintah dapat untung bisa jadi untungnya untuk bangun ibu kota baru dan pengusaha dpt laba besar .;Marlan;negatif
466;2022-03-12 04:16:27+00:00;merah  Minyak goreng langka bukan krn pemerintah gak sanggup menyediakan stock  bagi rakyat tapi krn minyak goreng dikuasai oleh partai2 yg cari muka di masyarakat menjelang 2024 ;LoneWolf;negatif
467;2022-03-12 03:42:35+00:00;"""Pemerintah telah turunkan bahan baku minyak goreng jadi Rp9 ribu/lt. Sehingga harga minyak goreng di pasar sesuai HET. Saat turunnya bahan baku justru membuat minyak goreng langka di pasaran, kondisi itu membuktikan ada yang memanfaatkan momentum ini,"" katanya.";El-Maut Koruptor;normal
468;2022-03-12 03:27:03+00:00; Urusin mimyak goreng dulu yg bnr pakJgn acuh gtKasihan nih rakyat ngurusin minyak aj gag kelar kelar pemerintah nihUsaha kecil yg usaha nya tergantung dgn minyak goreng byk yg gulung tikarKsihan juga mak makHeran dah minyak goreng kok langka bnr;Kokoe;negatif
469;2022-03-12 03:11:02+00:00;   DERITA BAGI EMAK EMAK YG NGANTRI MINYAK GORENG DARI JAM 6 PAGI SAMPAI JAM 12 SIANG KMPRETTT!!LOE PUNYA OTAK GW,KESEL DAPUR KITA DI OBOK OBOK PEMERINTAH MINYAK GORENG AJA SAMPAI LANGKA..BACOT YG BENER!;wiwit utami;negatif
470;2022-03-12 02:50:18+00:00;sesama pejabat pendukung pemerintah pun berbeda pendapat terkait persoalan minyak goreng langka diindonesia.. ;Tapai_Gambut;normal
471;2022-03-12 02:44:40+00:00;being1074 Katanya langka, yg artinya pabrikan tdk produksi krn harga sawit mahal tp oleh pemerintah harga minyak goreng disuruh murah. Itu alasannya. Tp ini kok bs ada minyak gorengnya?;Adem;normal
472;2022-03-12 02:33:51+00:00;RI       1921 pejabat pemerintah jika BodohAkut, maka masyarakat dijadikan kambing hitam langkanya migor. Rakyat tak akan nimbun migor, krn ada kebutuhan lain yg perlu dibeli brooo;Bhisma Yang Agung;negatif
473;2022-03-12 02:28:31+00:00; Pemerintah yg ekspor minyak goreng ..skrg langka yaaa tinggal salahin rakyat..enak bgt emank jd pejabat...;Ti amo #4ever;negatif
474;2022-03-12 01:33:16+00:00; id   Minyak goreng ada dan banyak, masalah na pemerintah mematok HET yang tidak sesuai dengan kenaikan CPO dunia apalagi kena perang Ukraine - Rusia... Hapuskan HET, langsung normal lagi... Kemudian biodiesel yang langka ).;GongLie;normal
475;2022-03-12 01:27:18+00:00;Yang Langka- minyak goreng- gula pasir- pupukYang naik harga- daging- telor- kedelai- gas- jalan tolBila ada kurang tolong ditambah, bila ada salah tolong dikoreksi. Ini penting supaya pemerintah juga tau dan buat perbaikan, terima kasih Minyak Goreng;babeh isak;negatif
476;2022-03-12 01:11:20+00:00;Liat berita di indo kok ngeri. Pengen pulang tapi kok gini amat nasib di indo. Udah biasa tenang di jepang tanpa huru hara masalah pemerintahan. Lah di indo Kok bisa bisanya sampe minyak goreng aja langka. Dzholim banget sih lu pemerintah;Ekti Demi ( デミ );negatif
477;2022-03-12 01:01:49+00:00;Minyak goreng tidak langka.Pemerintah mampu menyediakan kebutuhan.Hanya saja keburu di timbun petinggi PARPOLdemi pencitraan menjelang pemilu serentak 2024. Main nya jelek.;julius gurusinga;negatif
478;2022-03-12 00:32:18+00:00; Kondisi minyak goreng langka ini sudah cukup lama berlangsung...  pemerintah yg terkait pada lagi cuti panjang ya dari hulu ke hilir?;donboscoman;negatif
479;2022-03-12 00:15:57+00:00;Negeri penghasil sawit, langka minyak goreng, dan pemerintah Ndak mampu mengatasi, udah gitu minta perpanjangan masa jabatan, gila ;Heru Cahyono;negatif
480;2022-03-12 00:01:26+00:00;Lihat aja, minyak goreng dan harga sembako tiba normal lagi tanpa ada penjelasan dari pemerintah kenapa langka... krn penyusunan skenario utk sang kae dan gabran sudah selesai;Fery Purnama Ajie;bot
481;2022-03-11 23:55:03+00:00; Lihat aja, tiba minyak goreng dan harga sembako normal kembali tanpa ada penjelasan pemerintah kenapa bisa langka... krn skenario drama pelaporan sang kae dan gabran baru selesai disusun;Fery Purnama Ajie;bot
482;2022-03-11 23:46:37+00:00;1 oh ini yg membuat minyak goreng langka? dia yg beli, dia yg nimbun pemerintah yg disalahi. abis itu drama jadi org baik bagi2 minyak goreng.dia kira semua org bisa di bodohi? demi ambisi berkuasa 2024 gini amat maen nya;של הנרי;negatif
483;2022-03-11 22:51:05+00:00;Serunya debat minyak goreng langkaIni antara pendukung Pemerintah Yang penting SolusinyaMasa solusinya perpanjangan masa jabatan Presiden? ;S0EY0T0;normal
484;2022-03-11 19:41:03+00:00;Apakah minyak goreng langka merupakan siasat pemerintah utk mengurangi populasi manusia silver (bahan dasar manusia silver adalah minyak goreng);V I J Λ Y Λ 🗿ᮢᮡᮣᮁᮀᮂ;normal
485;2022-03-11 16:56:40+00:00; Polri  Sudaah jelas kan siapaa yg nimbun minyak goreng...?? Dengan begituu demokrat bisa menyalahkan pemerintah migor langka...tenggelamkandemokrat2024;Leni Marlina;negatif
486;2022-03-11 15:39:35+00:00;dk Namanya parta bintang redup  membagi 16ton minyak goreng kepada masyarakat utk pencitraan tapi menyalahkan pemerintah minyak goreng langkaDasar partai kebo;Ssomarwane;negatif
487;2022-03-11 14:36:03+00:00;Pakar Kebijakan Publik Achmad Nur Hidayat menilai respons pemerintah terhadap kelangkaan pangan sangat tidak kompeten. MinyakGorengLangka ;JPNN.com;normal
488;2022-03-11 13:29:00+00:00; Pemerintah pastinya ingin cari uang Lebih dgn menjual ke luar negeri, mempenrindag ,awalnya tidak menyangka bakal langka minyak goreng di tanah air, ternyata malah ketahuan.ulah pemerintah juga,yg ingin cari kelebihan, kelebihan masuk kas negara apa tidak.??;Riza Taruma Negara;negatif
489;2022-03-11 13:22:22+00:00;kan yg bikin minyak goreng ini langka adalah kebijakan pemerintah sendiri yg ngawur bikin harga minyak goreng 1harga tapi tdk mampu menyediakan barang y..,akhir y Masyarakat pula yg d rugikan...;Indo Mawardi;negatif
490;2022-03-11 13:13:14+00:00;PB HMI Desak Pemerintah Segera Bertindak Atasi Minyak Goreng yang Mahal dan Langka ;Share berita Ponorogo Jatim;normal
491;2022-03-11 13:13:01+00:00;mungkin pemerintah sengaja bikin minyak goreng langka biar terjadi antrian dmn2 akhirnya tercipta herd imunity;cege;normal
492;2022-03-11 13:05:02+00:00;Pak Jokowi yth Saya minta Pemerintah SEGERA memberi SOLUSI Supaya Minyak Goreng Tersedia alias TIDAK LANGKA lagi &amp;-;normal
493;2022-03-11 13:04:35+00:00;PB HMI Desak Pemerintah Segera Bertindak Atasi Minyak Goreng yang Mahal dan Langka;OposisiCerdas.com;bot
494;2022-03-11 12:46:30+00:00; setiap malam membahas migor, setiap hari pula rakyat suruh berjejal berebut migor.Mrk yang mewakili pemerintah tanpa malu selalu menyebut minyak goreng ada minyak goreng tersedia..Coba suruh ikut antri keluarganya berebut Migor...baru tahu migor sulit dan langka.;QuantumAhadSulwan;negatif
495;2022-03-11 12:29:23+00:00;Kenapa sih minyak goreng dengan harga yang ditetapkan oleh pemerintah sekarang langka?Terus, menteri perdagangan ngapain aja dong?Yuk, simak penuturan Sis nat ini.;Sigit Widodo;normal
496;2022-03-11 12:24:11+00:00;Minyak Goreng Langka, Gemuruh Rembang Harapkan Pemerintah dan Aparat Turun Tangan. ;NasDem Jateng;normal
497;2022-03-11 11:56:26+00:00;Gua sih ga percaya minyak goreng langka. Lebih ga percaya lagi kalo Pemerintah ga bisa buat apa2 utk mengatasi kelangkaan.;dimonokotil 🇺🇦;negatif
498;2022-03-11 11:38:29+00:00;Daerah yg Lanka minyak goreng bisa kita perhatikan,,dan di situ banyak kaum kadrunya,,biar daerah itu teriak teriak nyalahin pemerintah,,dan di Kalbar minyak goreng ngk langka,koq dan harganya normal,,17000 , per liter,, karna di Kalbar kadrunya pada ngumpet ngk bakal berani;Ardi Ardi;normal
499;2022-03-11 10:53:58+00:00;7gmai1 Pemerintah lbh baik cadangkan anggaran utk kebutuhan pangan rakyat, sembako, pupuk, minyak goreng, kedele, gula, terigu, sdh mulai langka, jg solar. Kenaikan gas, bbm non subsidi. Utk cegah chaos, grassroot sdh mulai panas ini, sebelumnya PPKM usaha mrk pailit, skrg pangan susah.;Setiawan2;normal
500;2022-03-11 10:15:06+00:00;Iwan Fals Sindir Pemerintah dengan Lagu, Minyak Goreng Langka Bagai Tikus Mati di Lumbung Padi ;Seputar Tangsel;negatif
501;2022-03-11 09:00:07+00:00;Pemerintah Kabupaten Tangerang, Banten, mempunyai cara tersendiri dalam mendistribusikan minyak goreng, yang saat ini tengah mahal dan langka dipasaran. ;VivaCoid;normal
502;2022-03-11 08:21:32+00:00; yg salah pemerintah, petani sawit juga disindir dulu 2018. kocak!!! sekarang minyak goreng langka saling ini saling itu waduhhh.;It's ME;negatif
503;2022-03-11 08:14:29+00:00; Menteri ini tugasnya 1. Heran minyak selalu langka di pasar.2. Kaget harga minyak tidak sesuai arahan pemerintah, dan skarang...3. Berkhayal bisa mendikte harga minyak goreng.;JuJuLa;negatif
504;2022-03-11 07:18:25+00:00;Strategi jitu tapi konyol dan akhirnya jadi boomerang.Tiap hari nyalahin pemerintah karena minyak goreng yg langka. Tapi akhirnya.... Taraaaaa saya punya stock 16 ton dan siap bagi2.... Belinya sama mas I**s aja yaaaaa ;Mas Metz;negatif
505;2022-03-11 07:16:36+00:00;Harga minyak goreng udah turun hei...pemerintah udah buat 1 harga. Pas harga tinggi, stok melimpah ruah. Pas  satu harga standar, eh langka.Kan ngenes ya kok bisa dapet berton-ton;🤙;negatif
506;2022-03-11 07:15:13+00:00;Kalo kejadiannya harga Minyak Goreng melambung tinggi, trus partai gelar pasar Murah. Itu masuk akal.Tapi kejadiaannya Minyak Goreng jadi langka setelah pemerintah buat 1 harga mengatasi harga tinggi minyak goreng.Kok bisa2nya rakyat nyari ngga dapet....eh partai dapet;🤙;negatif
507;2022-03-11 06:37:02+00:00;jend satrio  farmist   Subsidi kan pernah diberikan kpd konglomerat. Pemerintah harusnya berhak dong mengalokasikan produksi minyak goreng mereka disaat langka begini utk keperluan dlm negeri dulu, sisanya baru ekspor. ;no go-Block;normal
508;2022-03-11 06:36:32+00:00;Iwan Fals Kritik Pemerintah Jokowi Gara-Gara Minyak Goreng Langka, Iwan Fals Bikin Lagu Berjudul Minyak Goreng;WartaCerdikIndonesia;negatif
509;2022-03-11 06:32:34+00:00;" Mungkin yang langka yang harga pemerintah, sempet nyari juga ke car**""""r ga ada, eh..warung deket rumah minyak goreng tetep jualan tapi harganya lebih mahal emang...";Justice and justice ⚖️;normal
510;2022-03-11 06:25:11+00:00;Ini sudah harga gilaan, dan sangat aneh sekali krn daerah Kendari selain penghasil kelapa sawit terbesar di dunia, juga produk kelapa ditemukan dimana. Tapi anehnya kok minyak goreng langka di Kendari, Kamis, 10 Maret 2022.Dimana keberadaan pemerintah dg kartu Sembakonya? ;Nêng Añyâr ﷽;negatif
511;2022-03-11 06:23:05+00:00;Semoga semua media meliput ini , ini gambaran pemerintah kita gagal , sekelas minyak goreng saja bisa langka di pasar;joe_08;negatif
512;2022-03-11 06:14:13+00:00;@81adi  ELMayka  jowo 7 Lo sebenarnya domisili mana??? Klo emang bener tu berita itu urusan masyarakat sana dgn pemerintah stempat, dsini minyak goreng biasa2 aja jdi ga usah sok2an teriak minyak goreng langka/mahal seakan akan seluruh indonesia gitu!!;Ch'vano;normal
513;2022-03-11 06:04:53+00:00; sempat saya berfikir, bahawa minyak goreng di timbun oknum buat dana kampanye 2024, biarkan minyak langka &gt;-;negatif
514;2022-03-11 05:40:25+00:00;Kenapa jadi langka yaa karena lebih menguntungkan diekpor ga rumit sistim distribusi DN yg ribet. Daaannn perusahan2 ini utang LN sudah menumpuk jadi rugi kl dapatnya cuma uang rapiah. Tdk ada bahan baku yaa tdk ada minyak goreng. Knp pemerintah diam krn sdh tdk berkutik lagi;Ronnie H. Rusli. MS. PhD.;normal
515;2022-03-11 05:33:56+00:00;being1074 Wkakakaka.  Udh bosen gw d serang... Mereka udh nyerang pemerintah duluan hanya karena minyak goreng langka.. gila;Respati;normal
516;2022-03-11 05:33:03+00:00;Minyak Goreng Langka, HKTI Sulsel Minta Pemerintah Kembalikan Kelapa Sebagai Bahan Baku Minyak Goreng ;Rakyat Sulsel Online;normal
517;2022-03-11 05:19:38+00:00;1. Video viral antrean pembeli minyak goreng kapan hari berlokasi di Jakarta. Lalu buka pasarnya di Ngawi2. migor langka. Tetiba bisa pengadaan 16 ton3. Migor curah bny, hny ada selisih hrg dr migor kemasan yg dipatok pemerintah 14 rb/liter;Rya Wiedy;normal
518;2022-03-11 05:00:57+00:00;Baskoro Sy tambah Pak  Bilang minyak goreng langka ternyata mereka-lah yg nimbun Dia cuma menyalurkan sambil carmuk, harga mah dr pemerintah ;🇮🇩Aiu🇮🇩I|;negatif
519;2022-03-11 04:38:48+00:00;36 didu Rakyat cerdas akan paham bukan mencaci pemerintah kenapa minyak goreng sampai langka..? Lalu ada ada salah satu partai yg membagikan 16 ton minyak goreng;Cah Angon;negatif
520;2022-03-11 04:35:16+00:00;Pedagang Gorengan di Kendari Terancam Tutup Karena Minyak Goreng Langka, Minta Bantuan Pemerintah  lewat ;Tribunnews Sultra;negatif
